Seagull (Liu et al. 2006)
0.942351 0.014899
0.947166 0.013736
0.951783 0.012607
0.956199 0.011516
0.960412 0.010462
0.964421 0.009450
0.968223 0.008480
0.971817 0.007555
0.975201 0.006676
0.978374 0.005845
0.981335 0.005063
0.984081 0.004333
0.986612 0.003656
0.988927 0.003032
0.991025 0.002464
0.992904 0.001953
0.994564 0.001499
0.996004 0.001104
0.997224 0.000768
0.998223 0.000492
0.999000 0.000277
0.999556 0.000123
0.999889 0.000031
1.000000 0.000000
